id_produto,cod_artigo,des_artigo,des_categoria,des_linha,des_colecao,cod_fornecedor,des_status
18043,C1004,SHORT DOLL INF. ALC CORUJA BABY - 121-1,LINHA NOITE,BASICO,INDEFINIDA,CORPO SENSUAL,ATIVO
18044,C1004,SHORT DOLL INF. ALC CORUJA BABY - 121-1,LINHA NOITE,BASICO,INDEFINIDA,CORPO SENSUAL,ATIVO
18045,C1004,SHORT DOLL INF. ALC CORUJA BABY - 121-1,LINHA NOITE,BASICO,INDEFINIDA,CORPO SENSUAL,ATIVO
18046,C178,CALCA FD FECHADA RENDA - ARC5B370,MODA PRAIA,FASHION,VERAO - 2018,CLASS,SALDO
18047,C178,CALCA FD FECHADA RENDA - ARC5B370,MODA PRAIA,FASHION,VERAO - 2018,CLASS,SALDO
18048,C178,CALCA FD FECHADA RENDA - ARC5B370,MODA PRAIA,FASHION,VERAO - 2018,CLASS,SALDO
18049,C178,CALCA FD FECHADA RENDA - ARC5B370,MODA PRAIA,FASHION,VERAO - 2018,CLASS,SALDO
18050,C178,CALCA FD FECHADA RENDA - ARC5B370,MODA PRAIA,FASHION,VERAO - 2018,CLASS,SALDO
18051,C178,CALCA FD FECHADA RENDA - ARC5B370,MODA PRAIA,FASHION,VERAO - 2018,CLASS,SALDO
18052,C178,CALCA FD FECHADA RENDA - ARC5B370,MODA PRAIA,FASHION,VERAO - 2018,CLASS,SALDO
18053,C178,CALCA FD FECHADA RENDA - ARC5B370,MODA PRAIA,FASHION,VERAO - 2018,CLASS,SALDO
18054,C193,MAIO ESTAMPADO TG - ARC4081,MODA PRAIA,BASICO,VERAO - 2018,CLASS,SALDO
18055,C193,MAIO ESTAMPADO TG - ARC4081,MODA PRAIA,BASICO,VERAO - 2018,CLASS,SALDO
18056,C195,MAIO BOJO BOLHA ESTAMPADO - 709B4546,MODA PRAIA,BASICO,VERAO - 2018,CLASS,SALDO
18057,C195,MAIO BOJO BOLHA ESTAMPADO - 709B4546,MODA PRAIA,BASICO,VERAO - 2018,CLASS,SALDO
18058,C195,MAIO BOJO BOLHA ESTAMPADO - 709B4546,MODA PRAIA,BASICO,VERAO - 2018,CLASS,SALDO
18059,C195,MAIO BOJO BOLHA ESTAMPADO - 709B4546,MODA PRAIA,BASICO,VERAO - 2018,CLASS,SALDO
18060,C195,MAIO BOJO BOLHA ESTAMPADO - 709B4546,MODA PRAIA,BASICO,VERAO - 2018,CLASS,SALDO
18061,C195,MAIO BOJO BOLHA ESTAMPADO - 709B4546,MODA PRAIA,BASICO,VERAO - 2018,CLASS,SALDO
18062,C195,MAIO BOJO BOLHA ESTAMPADO - 709B4546,MODA PRAIA,BASICO,VERAO - 2018,CLASS,SALDO
18063,C195,MAIO BOJO BOLHA ESTAMPADO - 709B4546,MODA PRAIA,BASICO,VERAO - 2018,CLASS,SALDO
18064,C193,MAIO ESTAMPADO TG - ARC4081,MODA PRAIA,BASICO,VERAO - 2018,CLASS,SALDO
18065,C751,SOT BS RENDA MEIO MICRO-401067,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
18066,C751,SOT BS RENDA MEIO MICRO-401067,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
18067,C751,SOT BS RENDA MEIO MICRO-401067,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
18068,C751,SOT BS RENDA MEIO MICRO-401067,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
18069,C752,SOT BS FULL RENDA ESTENDIDO-401055,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
18070,C752,SOT BS FULL RENDA ESTENDIDO-401055,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
18071,C752,SOT BS FULL RENDA ESTENDIDO-401055,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
18072,C752,SOT BS FULL RENDA ESTENDIDO-401055,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
18073,C753,SOT BASE RENDA BRILHO - 041051,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
18074,C753,SOT BASE RENDA BRILHO - 041051,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
18075,C753,SOT BASE RENDA BRILHO - 041051,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
18076,C753,SOT BASE RENDA BRILHO - 041051,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
18077,C754,CROPET LONGO RENDA - 401056,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
18078,C754,CROPET LONGO RENDA - 401056,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
18079,C754,CROPET LONGO RENDA - 401056,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
18080,C754,CROPET LONGO RENDA - 401056,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
18081,C665,SOT BS TG MEIA RENDA - 408023,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,ATIVO
18082,C665,SOT BS TG MEIA RENDA - 408023,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,ATIVO
18083,C665,SOT BS TG MEIA RENDA - 408023,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,ATIVO
18084,C665,SOT BS TG MEIA RENDA - 408023,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,ATIVO
18085,C665,SOT BS TG MEIA RENDA - 408023,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,ATIVO
18086,C665,SOT BS TG MEIA RENDA - 408023,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,ATIVO
18087,C665,SOT BS TG MEIA RENDA - 408023,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,ATIVO
18088,C665,SOT BS TG MEIA RENDA - 408023,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,ATIVO
18089,C665,SOT BS TG MEIA RENDA - 408023,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,ATIVO
18090,C755,CAL BIQUINI 1/2 RENDA - 500184,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
18091,C755,CAL BIQUINI 1/2 RENDA - 500184,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
18092,C755,CAL BIQUINI 1/2 RENDA - 500184,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
18093,C755,CAL BIQUINI 1/2 RENDA - 500184,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
18094,C756,CAL FD FULL RENDA - 500173,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
18095,C756,CAL FD FULL RENDA - 500173,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
18096,C756,CAL FD FULL RENDA - 500173,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
18097,C756,CAL FD FULL RENDA - 500173,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
18098,C1377,CAMISETA CORACAO KISS - BRS1535,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,ATIVO
18099,C1377,CAMISETA CORACAO KISS - BRS1535,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18100,C1377,CAMISETA CORACAO KISS - BRS1535,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18101,C1377,CAMISETA CORACAO KISS - BRS1535,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,ATIVO
18102,C1377,CAMISETA CORACAO KISS - BRS1535,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18103,C1377,CAMISETA CORACAO KISS - BRS1535,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18104,C1377,CAMISETA CORACAO KISS - BRS1535,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,ATIVO
18105,C1377,CAMISETA CORACAO KISS - BRS1535,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18106,C1377,CAMISETA CORACAO KISS - BRS1535,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18107,C1378,VESTIDO NY CORACAO - BRS1536,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18108,C1378,VESTIDO NY CORACAO - BRS1536,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18109,C1378,VESTIDO NY CORACAO - BRS1536,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18110,C1378,VESTIDO NY CORACAO - BRS1536,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18111,C1378,VESTIDO NY CORACAO - BRS1536,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18112,C1378,VESTIDO NY CORACAO - BRS1536,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18113,C1379,CAMISETA CACHORRO AMARRAR - BRS1537,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,ATIVO
18114,C1379,CAMISETA CACHORRO AMARRAR - BRS1537,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,ATIVO
18115,C1379,CAMISETA CACHORRO AMARRAR - BRS1537,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,ATIVO
18116,C1379,CAMISETA CACHORRO AMARRAR - BRS1537,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,ATIVO
18117,C1379,CAMISETA CACHORRO AMARRAR - BRS1537,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,ATIVO
18118,C1379,CAMISETA CACHORRO AMARRAR - BRS1537,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,ATIVO
18119,C1379,CAMISETA CACHORRO AMARRAR - BRS1537,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,ATIVO
18120,C1379,CAMISETA CACHORRO AMARRAR - BRS1537,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,ATIVO
18121,C1379,CAMISETA CACHORRO AMARRAR - BRS1537,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,ATIVO
18122,C1380,CAMISETA CORACOES LANTEJOULA - BRS1538,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18123,C1380,CAMISETA CORACOES LANTEJOULA - BRS1538,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,ATIVO
18124,C1380,CAMISETA CORACOES LANTEJOULA - BRS1538,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18125,C1380,CAMISETA CORACOES LANTEJOULA - BRS1538,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18126,C1380,CAMISETA CORACOES LANTEJOULA - BRS1538,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,ATIVO
18127,C1380,CAMISETA CORACOES LANTEJOULA - BRS1538,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18128,C1380,CAMISETA CORACOES LANTEJOULA - BRS1538,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18129,C1380,CAMISETA CORACOES LANTEJOULA - BRS1538,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,ATIVO
18130,C1380,CAMISETA CORACOES LANTEJOULA - BRS1538,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18131,C1381,VESTIDO BOLSO MOUSE - BRS1539,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18132,C1381,VESTIDO BOLSO MOUSE - BRS1539,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18133,C1381,VESTIDO BOLSO MOUSE - BRS1539,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18134,C1381,VESTIDO BOLSO MOUSE - BRS1539,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18135,C1381,VESTIDO BOLSO MOUSE - BRS1539,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18136,C1381,VESTIDO BOLSO MOUSE - BRS1539,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18137,C1381,VESTIDO BOLSO MOUSE - BRS1539,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18138,C1381,VESTIDO BOLSO MOUSE - BRS1539,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18139,C1381,VESTIDO BOLSO MOUSE - BRS1539,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18140,C1382,VESTIDO BEST OF EUROPE - BRS1540,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18141,C1382,VESTIDO BEST OF EUROPE - BRS1540,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18142,C1382,VESTIDO BEST OF EUROPE - BRS1540,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18143,C1382,VESTIDO BEST OF EUROPE - BRS1540,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18144,C1382,VESTIDO BEST OF EUROPE - BRS1540,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18145,C1382,VESTIDO BEST OF EUROPE - BRS1540,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18146,C1382,VESTIDO BEST OF EUROPE - BRS1540,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18147,C1382,VESTIDO BEST OF EUROPE - BRS1540,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18148,C1382,VESTIDO BEST OF EUROPE - BRS1540,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18149,C1383,CAMISETA TENIS MINI POMPOM - BRS1541,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,ATIVO
18150,C1383,CAMISETA TENIS MINI POMPOM - BRS1541,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,ATIVO
18151,C1383,CAMISETA TENIS MINI POMPOM - BRS1541,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,ATIVO
18152,C1383,CAMISETA TENIS MINI POMPOM - BRS1541,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,ATIVO
18153,C525,CALCA RIPPLE PROMO - 2034,MODA PRAIA,BASICO,VERAO - 2017,RIVANNA,SALDO
18154,C525,CALCA RIPPLE PROMO - 2034,MODA PRAIA,BASICO,VERAO - 2017,RIVANNA,SALDO
18155,C525,CALCA RIPPLE PROMO - 2034,MODA PRAIA,BASICO,VERAO - 2017,RIVANNA,SALDO
18156,C525,CALCA RIPPLE PROMO - 2034,MODA PRAIA,BASICO,VERAO - 2017,RIVANNA,SALDO
18157,02.04.19,PIJAMA MASC CLASSICO - 7063,LINHA NOITE,INDEFINIDA,INDEFINIDA,SONHO DE PIJAMA,FORA DE LINHA
18158,02.04.19,PIJAMA MASC CLASSICO - 7063,LINHA NOITE,INDEFINIDA,INDEFINIDA,SONHO DE PIJAMA,FORA DE LINHA
18159,02.04.19,PIJAMA MASC CLASSICO - 7063,LINHA NOITE,INDEFINIDA,INDEFINIDA,SONHO DE PIJAMA,FORA DE LINHA
18160,02.04.19,PIJAMA MASC CLASSICO - 7063,LINHA NOITE,INDEFINIDA,INDEFINIDA,SONHO DE PIJAMA,FORA DE LINHA
18161,01.18.123,TOP PU BOLHA EST - AR4517E,MODA PRAIA,BASICO,VERAO - 2018,CLASS,SALDO
18162,01.18.123,TOP PU BOLHA EST - AR4517E,MODA PRAIA,BASICO,VERAO - 2018,CLASS,SALDO
18163,01.18.123,TOP PU BOLHA EST - AR4517E,MODA PRAIA,BASICO,VERAO - 2018,CLASS,SALDO
18164,01.18.123,TOP PU BOLHA EST - AR4517E,MODA PRAIA,BASICO,VERAO - 2018,CLASS,SALDO
18165,01.18.123,TOP PU BOLHA EST - AR4517E,MODA PRAIA,BASICO,VERAO - 2018,CLASS,SALDO
18166,01.18.123,TOP PU BOLHA EST - AR4517E,MODA PRAIA,BASICO,VERAO - 2018,CLASS,SALDO
18167,01.18.123,TOP PU BOLHA EST - AR4517E,MODA PRAIA,BASICO,VERAO - 2018,CLASS,SALDO
18168,02.02.45,CUECA BOXER COTTON GIZ - 170.35,UNDERWARE,MASCULINO,CONTINUO,MASH,ATIVO
18169,02.02.45,CUECA BOXER COTTON GIZ - 170.35,UNDERWARE,MASCULINO,CONTINUO,MASH,ATIVO
18170,02.02.45,CUECA BOXER COTTON GIZ - 170.35,UNDERWARE,MASCULINO,CONTINUO,MASH,ATIVO
18171,02.02.45,CUECA BOXER COTTON GIZ - 170.35,UNDERWARE,MASCULINO,CONTINUO,MASH,ATIVO
18172,C1385,CAMISETA JUST LOVE - BRS1543,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18173,C1385,CAMISETA JUST LOVE - BRS1543,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18174,C1385,CAMISETA JUST LOVE - BRS1543,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,ATIVO
18175,C1385,CAMISETA JUST LOVE - BRS1543,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18176,C1385,CAMISETA JUST LOVE - BRS1543,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18177,C1385,CAMISETA JUST LOVE - BRS1543,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,ATIVO
18178,C1385,CAMISETA JUST LOVE - BRS1543,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18179,C1385,CAMISETA JUST LOVE - BRS1543,VESTUARIO,JOVEM,VERAO - 2019,PACIFIC BLUE,SALDO
18180,C1429,CUECA BOXER BICOLOR - 1243,UNDERWARE,MASCULINO,INDEFINIDA,ABSOLUT,ATIVO
18181,C1429,CUECA BOXER BICOLOR - 1243,UNDERWARE,MASCULINO,INDEFINIDA,ABSOLUT,ATIVO
18182,C1429,CUECA BOXER BICOLOR - 1243,UNDERWARE,MASCULINO,INDEFINIDA,ABSOLUT,ATIVO
18183,01.18.123,TOP PU BOLHA EST - AR4517E,MODA PRAIA,BASICO,VERAO - 2018,CLASS,INATIVO
18184,01.18.123,TOP PU BOLHA EST - AR4517E,MODA PRAIA,BASICO,VERAO - 2018,CLASS,INATIVO
18185,01.18.123,TOP PU BOLHA EST - AR4517E,MODA PRAIA,BASICO,VERAO - 2018,CLASS,INATIVO
18186,01.18.123,TOP PU BOLHA EST - AR4517E,MODA PRAIA,BASICO,VERAO - 2018,CLASS,INATIVO
18187,C1897,SOUTIEN REFORÇADO - 310577,UNDERWARE,BASICO,INDEFINIDA,VI LINGERIE,ATIVO
18188,C1897,SOUTIEN REFORÇADO - 310577,UNDERWARE,BASICO,INDEFINIDA,VI LINGERIE,ATIVO
18189,C1897,SOUTIEN REFORÇADO - 310577,UNDERWARE,BASICO,INDEFINIDA,VI LINGERIE,ATIVO
18190,C1897,SOUTIEN REFORÇADO - 310577,UNDERWARE,BASICO,INDEFINIDA,VI LINGERIE,ATIVO
18191,C1898,CALCA PALA ALTA CETINETE - 340570,UNDERWARE,BASICO,INDEFINIDA,VI LINGERIE,ATIVO
18192,C1898,CALCA PALA ALTA CETINETE - 340570,UNDERWARE,BASICO,INDEFINIDA,VI LINGERIE,ATIVO
18193,C1898,CALCA PALA ALTA CETINETE - 340570,UNDERWARE,BASICO,INDEFINIDA,VI LINGERIE,ATIVO
18194,C1898,CALCA PALA ALTA CETINETE - 340570,UNDERWARE,BASICO,INDEFINIDA,VI LINGERIE,ATIVO
18195,C1911,CALCA ALTA RENDA - JE0001,UNDERWARE,RENDA,INDEFINIDA,JESCRI,SALDO
18196,C1911,CALCA ALTA RENDA - JE0001,UNDERWARE,RENDA,INDEFINIDA,JESCRI,SALDO
18197,C1911,CALCA ALTA RENDA - JE0001,UNDERWARE,RENDA,INDEFINIDA,JESCRI,SALDO
18198,C1911,CALCA ALTA RENDA - JE0001,UNDERWARE,RENDA,INDEFINIDA,JESCRI,SALDO
18199,C1911,CALCA ALTA RENDA - JE0001,UNDERWARE,RENDA,INDEFINIDA,JESCRI,SALDO
18200,C1911,CALCA ALTA RENDA - JE0001,UNDERWARE,RENDA,INDEFINIDA,JESCRI,SALDO
18201,C1911,CALCA ALTA RENDA - JE0001,UNDERWARE,RENDA,INDEFINIDA,JESCRI,SALDO
18202,C1911,CALCA ALTA RENDA - JE0001,UNDERWARE,RENDA,INDEFINIDA,JESCRI,SALDO
18203,C1912,CALCINHA BIQUINI RENDA - JE0002,UNDERWARE,RENDA,INDEFINIDA,JESCRI,SALDO
18204,C1912,CALCINHA BIQUINI RENDA - JE0002,UNDERWARE,RENDA,INDEFINIDA,JESCRI,SALDO
18205,C1912,CALCINHA BIQUINI RENDA - JE0002,UNDERWARE,RENDA,INDEFINIDA,JESCRI,SALDO
18206,C1912,CALCINHA BIQUINI RENDA - JE0002,UNDERWARE,RENDA,INDEFINIDA,JESCRI,SALDO
18207,C1912,CALCINHA BIQUINI RENDA - JE0002,UNDERWARE,RENDA,INDEFINIDA,JESCRI,SALDO
18208,C1912,CALCINHA BIQUINI RENDA - JE0002,UNDERWARE,RENDA,INDEFINIDA,JESCRI,SALDO
18209,C1912,CALCINHA BIQUINI RENDA - JE0002,UNDERWARE,RENDA,INDEFINIDA,JESCRI,SALDO
18210,C1912,CALCINHA BIQUINI RENDA - JE0002,UNDERWARE,RENDA,INDEFINIDA,JESCRI,SALDO
18211,C1913,CALCINHA FIO RENDA - JE0003,UNDERWARE,RENDA,INDEFINIDA,JESCRI,SALDO
18212,C1913,CALCINHA FIO RENDA - JE0003,UNDERWARE,RENDA,INDEFINIDA,JESCRI,SALDO
18213,C1205,CALECON 1/2 RENDA BB - 02C,UNDERWARE,RENDA,INDEFINIDA,ANNI,AGRUPADO
18214,C1205,CALECON 1/2 RENDA BB - 02C,UNDERWARE,RENDA,INDEFINIDA,ANNI,AGRUPADO
18215,C1161,SHORT DOLL MODAL GATINHO - 2332-2,LINHA NOITE,BASICO,INDEFINIDA,LU MODAS,ATIVO
18216,C1161,SHORT DOLL MODAL GATINHO - 2332-2,LINHA NOITE,BASICO,INDEFINIDA,LU MODAS,ATIVO
18217,C1161,SHORT DOLL MODAL GATINHO - 2332-2,LINHA NOITE,BASICO,INDEFINIDA,LU MODAS,ATIVO
18218,C2172,REGATA ALTA BORDADO - BRS1858,VESTUARIO,INDEFINIDA,VERAO - 2020,HELI,ATIVO
18219,C2172,REGATA ALTA BORDADO - BRS1858,VESTUARIO,INDEFINIDA,VERAO - 2020,HELI,ATIVO
18220,C2172,REGATA ALTA BORDADO - BRS1858,VESTUARIO,INDEFINIDA,VERAO - 2020,HELI,ATIVO
18221,C2172,REGATA ALTA BORDADO - BRS1858,VESTUARIO,INDEFINIDA,VERAO - 2020,HELI,ATIVO
18222,C2172,REGATA ALTA BORDADO - BRS1858,VESTUARIO,INDEFINIDA,VERAO - 2020,HELI,ATIVO
18223,C2173,REGATA CORDAO NO FOLHAGEM - BRS1859,VESTUARIO,INDEFINIDA,VERAO - 2020,HELI,ATIVO
18224,C2173,REGATA CORDAO NO FOLHAGEM - BRS1859,VESTUARIO,INDEFINIDA,VERAO - 2020,HELI,ATIVO
18225,C2173,REGATA CORDAO NO FOLHAGEM - BRS1859,VESTUARIO,INDEFINIDA,VERAO - 2020,HELI,ATIVO
18226,C2173,REGATA CORDAO NO FOLHAGEM - BRS1859,VESTUARIO,INDEFINIDA,VERAO - 2020,HELI,ATIVO
18227,C2173,REGATA CORDAO NO FOLHAGEM - BRS1859,VESTUARIO,INDEFINIDA,VERAO - 2020,HELI,ATIVO
18228,C2173,REGATA CORDAO NO FOLHAGEM - BRS1859,VESTUARIO,INDEFINIDA,VERAO - 2020,HELI,ATIVO
18229,C2173,REGATA CORDAO NO FOLHAGEM - BRS1859,VESTUARIO,INDEFINIDA,VERAO - 2020,HELI,ATIVO
18230,C2173,REGATA CORDAO NO FOLHAGEM - BRS1859,VESTUARIO,INDEFINIDA,VERAO - 2020,HELI,ATIVO
18231,C2174,BLUSA FOLHAGEM LACINHO - BRS1860,VESTUARIO,BASICO,VERAO - 2020,MARIA XIQUE,ATIVO
18232,C2174,BLUSA FOLHAGEM LACINHO - BRS1860,VESTUARIO,BASICO,VERAO - 2020,MARIA XIQUE,ATIVO
18233,C2174,BLUSA FOLHAGEM LACINHO - BRS1860,VESTUARIO,BASICO,VERAO - 2020,MARIA XIQUE,ATIVO
18234,C2174,BLUSA FOLHAGEM LACINHO - BRS1860,VESTUARIO,BASICO,VERAO - 2020,MARIA XIQUE,ATIVO
18235,C2174,BLUSA FOLHAGEM LACINHO - BRS1860,VESTUARIO,BASICO,VERAO - 2020,MARIA XIQUE,ATIVO
18236,C2175,BLUSA AMARRAR LARGO FOLHAGEM -  BRS1861,VESTUARIO,BASICO,VERAO - 2020,MARIA XIQUE,ATIVO
18237,C2174,BLUSA FOLHAGEM LACINHO - BRS1860,VESTUARIO,BASICO,VERAO - 2020,MARIA XIQUE,ATIVO
18238,C2175,BLUSA AMARRAR LARGO FOLHAGEM -  BRS1861,VESTUARIO,BASICO,VERAO - 2020,MARIA XIQUE,ATIVO
18239,C2175,BLUSA AMARRAR LARGO FOLHAGEM -  BRS1861,VESTUARIO,BASICO,VERAO - 2020,MARIA XIQUE,ATIVO
18240,C2174,BLUSA FOLHAGEM LACINHO - BRS1860,VESTUARIO,BASICO,VERAO - 2020,MARIA XIQUE,ATIVO
18241,C2174,BLUSA FOLHAGEM LACINHO - BRS1860,VESTUARIO,BASICO,VERAO - 2020,MARIA XIQUE,ATIVO
18242,C2174,BLUSA FOLHAGEM LACINHO - BRS1860,VESTUARIO,BASICO,VERAO - 2020,MARIA XIQUE,ATIVO
18243,C2175,BLUSA AMARRAR LARGO FOLHAGEM -  BRS1861,VESTUARIO,BASICO,VERAO - 2020,MARIA XIQUE,ATIVO
18244,C2175,BLUSA AMARRAR LARGO FOLHAGEM -  BRS1861,VESTUARIO,BASICO,VERAO - 2020,MARIA XIQUE,ATIVO
18245,C2175,BLUSA AMARRAR LARGO FOLHAGEM -  BRS1861,VESTUARIO,BASICO,VERAO - 2020,MARIA XIQUE,ATIVO
18246,C2176,REGATA ALC FOLHAGEM GOLA - BRS1862,VESTUARIO,BASICO,VERAO - 2020,MARIA XIQUE,ATIVO
18247,C2176,REGATA ALC FOLHAGEM GOLA - BRS1862,VESTUARIO,BASICO,VERAO - 2020,MARIA XIQUE,ATIVO
18248,C2176,REGATA ALC FOLHAGEM GOLA - BRS1862,VESTUARIO,BASICO,VERAO - 2020,MARIA XIQUE,ATIVO
18249,C2176,REGATA ALC FOLHAGEM GOLA - BRS1862,VESTUARIO,BASICO,VERAO - 2020,MARIA XIQUE,ATIVO
18250,C2176,REGATA ALC FOLHAGEM GOLA - BRS1862,VESTUARIO,BASICO,VERAO - 2020,MARIA XIQUE,ATIVO
18251,C2176,REGATA ALC FOLHAGEM GOLA - BRS1862,VESTUARIO,BASICO,VERAO - 2020,MARIA XIQUE,ATIVO
18252,C2177,BLUSA LISA BOTAO - BRS1863,VESTUARIO,BASICO,VERAO - 2020,MARIA XIQUE,ATIVO
18253,C2177,BLUSA LISA BOTAO - BRS1863,VESTUARIO,BASICO,VERAO - 2020,MARIA XIQUE,ATIVO
