alert_date,product_id,category,regime,supplier,coverage_days,quantity,urgency,unit_cost,total_cost,substitutes_count,product_name,product_code,has_pending_order,pending_order_date,pending_expected_date,days_until_expected_arrival,risk_score
2020-02-08,16137,MODA PRAIA,commodity,RIVANNA,1.0,108,CRITICAL,20.93,2260.44,0,CALCA BOMBOM ALTA - 1709,01.19.72,True,2020-02-08,2020-03-04,25,CRITICAL
2020-02-08,16182,MODA PRAIA,commodity,RIVANNA,3.0,108,CRITICAL,0.0,0.0,0,MAIO REM DRAPE - 1775,01.20.49,True,2020-02-08,2020-03-04,25,CRITICAL
2020-02-08,16186,MODA PRAIA,commodity,RIVANNA,2.0,108,CRITICAL,0.0,0.0,0,MAIO REM DRAPE - 1775,01.20.49,True,2020-02-08,2020-03-04,25,CRITICAL
2020-02-08,18200,UNDERWARE,commodity,JESCRI,2.0,108,CRITICAL,0.0,0.0,0,CALCA ALTA RENDA - JE0001,C1911,True,2020-02-08,2020-03-14,35,CRITICAL
2020-02-08,20083,VESTUARIO,fashion,ELLABELLE,1.0,24,CRITICAL,0.0,0.0,0,REGATA LISTRADA - BRS1408A,C2465,True,2020-02-08,2020-03-14,35,CRITICAL
2020-02-08,20188,MODA PRAIA,commodity,RIVANNA,1.0,108,CRITICAL,0.0,0.0,0,TOP CROPET RENDA - 2154,C1027,True,2020-02-08,2020-03-04,25,CRITICAL
2020-02-08,20189,MODA PRAIA,commodity,RIVANNA,1.0,108,CRITICAL,0.0,0.0,5,TOP CROPET RENDA - 2154,C1027,True,2020-02-08,2020-03-04,25,CRITICAL
2020-02-08,20233,UNDERWARE,commodity,VISLUMBRE,3.0,108,CRITICAL,0.0,0.0,5,CALC BIQ BICOLOR - 6041BI,C1316,True,2020-02-08,2020-03-14,35,CRITICAL
2020-02-08,20257,UNDERWARE,commodity,TOP CAT,2.0,108,CRITICAL,0.0,0.0,5,SOT JUV REM FECHO - S102,C1904,True,2020-02-08,2020-03-09,30,CRITICAL
2020-02-08,20794,VESTUARIO,fashion,SUB WAY,1.0,24,CRITICAL,0.0,0.0,0,BLUSA TORCIDINHA - BRS2022,C2443,True,2020-02-08,2020-03-14,35,CRITICAL
2020-02-08,21212,VESTUARIO,fashion,HELI,1.0,24,CRITICAL,0.0,0.0,0,VESTIDO GUIPPER FOLHAGEM - BRS2011,C2447,True,2020-02-08,2020-03-14,35,CRITICAL
2020-02-08,21555,VESTUARIO,fashion,HOLIN STONE,1.0,24,CRITICAL,0.0,0.0,0,CASACO LA BATIDA AVELUDADO - BRS1161,C698,True,2020-02-08,2020-03-14,35,CRITICAL
2020-02-08,21792,EROTICA,commodity,ROSA SAFIRA,1.0,108,CRITICAL,0.0,0.0,0,BODY BOJO FRANZIDO - 3739,C891,True,2020-02-08,2020-03-14,35,CRITICAL
2020-02-08,24314,UNDERWARE,commodity,DIVA DONNA,5.0,108,CRITICAL,3.85,415.8,5,TANGA BASICA COTTON - 5050,01.59.14,True,2020-02-08,2020-02-28,20,CRITICAL
2020-02-08,25753,UNDERWARE,commodity,CLASS,1.0,108,CRITICAL,0.0,0.0,0,CAL FD MODAL MESCLA - 502714,C89,True,2020-02-08,2020-02-28,20,CRITICAL
2020-02-08,26696,VESTUARIO,fashion,HELI,1.0,24,CRITICAL,0.0,0.0,0,VESTIDO CANELADO OMBRO - BRS1656,C1713,True,2020-02-08,2020-03-14,35,CRITICAL
2020-02-08,26730,MODA PRAIA,commodity,CLASS,7.0,108,CRITICAL,0.0,0.0,0,TOP TG PONTA BAIXA EST - 6014,C947,True,2020-02-08,2020-02-28,20,HIGH
2020-02-08,26758,MODA PRAIA,commodity,CLASS,4.0,108,CRITICAL,0.0,0.0,0,TOP PU BOLHA EST - AR4517E,01.18.123,True,2020-02-08,2020-02-28,20,CRITICAL
2020-02-08,28055,UNDERWARE,commodity,FINA ESTAMPA,1.0,108,CRITICAL,0.0,0.0,0,SOUTIEN TQC - 912S,C1877,True,2020-02-08,2020-03-14,35,CRITICAL
2020-02-08,28344,MODA PRAIA,commodity,CLASS,1.0,108,CRITICAL,0.0,0.0,0,TOP FECHADO STRAP REMOV - AR1903T,C1813,True,2020-02-08,2020-02-28,20,CRITICAL
2020-02-08,30113,VESTUARIO,fashion,FAVAROS,1.0,24,CRITICAL,0.0,0.0,0,REGATA ALÇA DIF - BRS1590,C1449,True,2020-02-08,2020-03-14,35,CRITICAL
2020-02-08,30644,UNDERWARE,commodity,VI LINGERIE,2.0,108,CRITICAL,13.2,1425.6,0,SOUTIEN AMAMENTAR POA - 310383,01.01.85,True,2020-02-08,2020-02-28,20,CRITICAL
2020-02-08,31839,BIJU / JOIAS,fashion,MROS,1.0,24,CRITICAL,0.0,0.0,0,PINGENTE 59 - PIN59-027,C1544,True,2020-02-08,2020-03-14,35,CRITICAL
2020-02-08,31862,BIJU / JOIAS,fashion,MROS,2.0,24,CRITICAL,0.0,0.0,0,PINGENTE 59 - PIN59-004,C1521,True,2020-02-08,2020-03-14,35,CRITICAL
2020-02-08,31942,VESTUARIO,fashion,MARIAH,1.0,24,CRITICAL,0.0,0.0,5,CAMISETA MICKEY - BRS1890,C2216,True,2020-02-08,2020-03-14,35,CRITICAL
2020-02-08,34537,LINHA NOITE,seasonal,REISUL,2.0,204,CRITICAL,0.0,0.0,5,SHORT DOLL CAM UNICORNIO - RS076,C2291,True,2020-02-08,2020-03-14,35,CRITICAL
2020-02-08,34559,UNDERWARE,commodity,LOVE SECRET,2.0,108,CRITICAL,0.0,0.0,5,KIT 2 SOUTIEN MATERNITY SEM BOJO - 42102,C2422,True,2020-02-08,2020-03-14,35,CRITICAL
2020-02-08,34564,UNDERWARE,commodity,LOVE SECRET,3.0,108,CRITICAL,0.0,0.0,5,KIT 2 CALCINHA ALTA - 42315,C2423,True,2020-02-08,2020-03-14,35,CRITICAL
2020-02-09,958,UNDERWARE,commodity,VI LINGERIE,1.0,108,CRITICAL,9.87,1065.96,0,SOUTIEN  PUSH UP - 110178,01.01.03,True,2020-02-09,2020-02-29,20,CRITICAL
2020-02-09,2265,UNDERWARE,commodity,MASH,4.0,108,CRITICAL,7.88,851.04,0,CUECA BOXER MASH - 170.26,02.02.05,True,2020-02-09,2020-03-10,30,CRITICAL
2020-02-09,3032,UNDERWARE,commodity,CLASS,2.0,108,CRITICAL,12.08,1304.64,5,SOT BS FULL RENDA - 402368,01.01.23,True,2020-02-09,2020-02-29,20,CRITICAL
2020-02-09,4219,UNDERWARE,commodity,ZEE RUCCI,1.0,108,CRITICAL,24.49,2644.92,5,SOUTIEN BASE LASER-ZR0006,01.01.100,True,2020-02-09,2020-02-29,20,CRITICAL
2020-02-09,4614,MODA PRAIA,commodity,CLASS,3.0,108,CRITICAL,13.16,1421.28,0,CALCA BOMBOM LISA - 705B0619,01.19.92,True,2020-02-09,2020-02-29,20,CRITICAL
2020-02-09,5808,LINHA NOITE,commodity,LU MODAS,2.0,108,CRITICAL,19.8,2138.4,5,ROBE LIGANETE - RUBIA,01.46.5,True,2020-02-09,2020-02-29,20,CRITICAL
2020-02-09,7356,UNDERWARE,commodity,ZEE RUCCI,2.0,108,CRITICAL,4.32,466.56,5,TANGA COS ALTO-ZR0012,01.59.21,True,2020-02-09,2020-02-29,20,CRITICAL
2020-02-09,10096,UNDERWARE,commodity,DEMILLUS,1.0,108,CRITICAL,0.0,0.0,5,ANAGUA GOSPELL- 11601,01.29.32,True,2020-02-09,2020-03-10,30,CRITICAL
2020-02-09,10712,UNDERWARE,commodity,DIVA DONNA,1.0,108,CRITICAL,6.37,687.96,5,BOYSHORT RENDA MICROFIBRA-5230,01.59.16,True,2020-02-09,2020-02-29,20,CRITICAL
2020-02-09,11310,MODA PRAIA,seasonal,RIVANNA,5.0,204,CRITICAL,0.0,0.0,5,CALCA RETRO STRAP - 2066,C167,True,2020-02-09,2020-03-05,25,CRITICAL
2020-02-09,11606,MODA PRAIA,seasonal,RIVANNA,1.0,204,CRITICAL,0.0,0.0,0,TOP REM TULE - 1961,01.18.112,True,2020-02-09,2020-03-05,25,CRITICAL
2020-02-09,13943,MODA PRAIA,seasonal,CLASS,1.0,204,CRITICAL,0.0,0.0,0,TOP CROPET STRAP - ARC4B2012,C187,True,2020-02-09,2020-02-29,20,CRITICAL
2020-02-09,14676,EROTICA,commodity,EROSS AFRODITE,1.0,108,CRITICAL,0.0,0.0,5,CAL TULE COM JOIA TRIPLA - 5466,01.59.47,True,2020-02-09,2020-03-10,30,CRITICAL
2020-02-09,15006,VESTUARIO,fashion,EXINIA,1.0,24,CRITICAL,0.0,0.0,0,SHORTS LINHO - BRS1838,C2124,True,2020-02-09,2020-03-05,25,CRITICAL
2020-02-09,15054,UNDERWARE,commodity,FEMINIS,1.0,108,CRITICAL,0.0,0.0,0,SOT BS MEIA RENDA - S108,C1804,True,2020-02-09,2020-03-05,25,CRITICAL
2020-02-09,15186,MODA PRAIA,seasonal,CLASS,1.0,204,CRITICAL,0.0,0.0,0,CALCA FIO AMAR COR LISA - 705B0394,01.19.121,True,2020-02-09,2020-02-29,20,CRITICAL
2020-02-09,15329,VESTUARIO,fashion,ZEE RUCCI,2.0,24,CRITICAL,0.0,0.0,0,REGATA BASICA - ZR0075,C2142,True,2020-02-09,2020-02-29,20,CRITICAL
2020-02-09,16576,UNDERWARE,commodity,ANNI,1.0,108,CRITICAL,0.0,0.0,5,CALECON 1/2 RENDA BB - 02C,C1205,True,2020-02-09,2020-03-15,35,CRITICAL
2020-02-09,17078,VESTUARIO,fashion,HOLIN STONE,1.0,24,CRITICAL,0.0,0.0,0,MACAQUINHO LINHO CINTO - BRS1802,C1948,True,2020-02-09,2020-03-15,35,CRITICAL
2020-02-09,18005,FITNESS,commodity,FOREVER FITNESS,2.0,108,CRITICAL,0.0,0.0,5,CALCA BASICA ESTAMPADA - 75,C40,True,2020-02-09,2020-03-10,30,CRITICAL
2020-02-09,18986,VESTUARIO,fashion,HOLIN STONE,1.0,24,CRITICAL,0.0,0.0,0,SHORT BOLSO FRONTAL FK - BRS1806,C1952,True,2020-02-09,2020-03-15,35,CRITICAL
2020-02-09,20432,VESTUARIO,fashion,EAGLE ROCK,1.0,24,CRITICAL,0.0,0.0,0,SAIA BENGALINE CINTO -  BRS1994,C2415,True,2020-02-09,2020-03-15,35,CRITICAL
2020-02-09,20726,VESTUARIO,fashion,EXINIA,1.0,24,CRITICAL,0.0,0.0,0,CAMISETA MC CANELADA - BRS1623,C1658,True,2020-02-09,2020-03-05,25,CRITICAL
2020-02-09,20820,MODA PRAIA,commodity,CLASS,1.0,108,CRITICAL,0.0,0.0,0,TOP CORTININHA PADRAO EST - 704B6033,C946,True,2020-02-09,2020-02-29,20,CRITICAL
2020-02-09,20899,VESTUARIO,fashion,EXINIA,5.0,24,CRITICAL,0.0,0.0,0,REGATA GOLA ALTA NERVURA - BRS1845,C2131,True,2020-02-09,2020-03-05,25,CRITICAL
2020-02-09,21190,VESTUARIO,fashion,EXINIA,2.0,24,CRITICAL,0.0,0.0,0,BLUSA AMARRAR FOLHAGEM - BRS2002,C2428,True,2020-02-09,2020-03-05,25,CRITICAL
2020-02-09,21310,VESTUARIO,fashion,CHEERS,2.0,24,CRITICAL,0.0,0.0,0,CROPPED CANELADO BABADO - BRS1986,C2395,True,2020-02-09,2020-03-10,30,CRITICAL
2020-02-09,22932,LINHA NOITE,commodity,LU MODAS,3.0,108,CRITICAL,0.0,0.0,0,SHORT DOLL LACINHO - ALINE11,C2244,True,2020-02-09,2020-02-29,20,CRITICAL
2020-02-09,24179,LINHA NOITE,seasonal,LAIBEL,1.0,204,CRITICAL,0.0,0.0,0,PIJAMA PLUSH LISO - 15009816,01.11.113,True,2020-02-09,2020-03-10,30,CRITICAL
2020-02-09,26007,VESTUARIO,fashion,HELI,1.0,24,CRITICAL,0.0,0.0,0,CALCA BENGALINE BOTAO - BRS1661,C1718,True,2020-02-09,2020-03-15,35,CRITICAL
2020-02-09,26767,MODA PRAIA,commodity,CLASS,6.0,108,CRITICAL,0.0,0.0,0,CALCA BOMBOM EST - 705B0619,01.19.117,True,2020-02-09,2020-02-29,20,CRITICAL
2020-02-09,27802,LINHA NOITE,seasonal,LACK,3.0,204,CRITICAL,0.0,0.0,5,CAMISOLA ALC VIVI FULL RENDA - 597,C344,True,2020-02-09,2020-03-15,35,CRITICAL
2020-02-09,28054,MODA PRAIA,commodity,CLASS,1.0,108,CRITICAL,0.0,0.0,0,TOP DRAPEADO LISO TG - 704B2068,C192,True,2020-02-09,2020-02-29,20,CRITICAL
2020-02-09,28346,VESTUARIO,fashion,CONSCIENCIA,1.0,24,CRITICAL,0.0,0.0,0,CALÇA JEANS ZIPER PERNA - BRS1706,C1820,True,2020-02-09,2020-03-15,35,CRITICAL
2020-02-09,29044,UNDERWARE,commodity,FINA ESTAMPA,4.0,108,CRITICAL,0.0,0.0,5,CALCINHA BIQUINI - 944,C1880,True,2020-02-09,2020-03-15,35,CRITICAL
2020-02-09,29548,VESTUARIO,fashion,EXTIN,1.0,24,CRITICAL,0.0,0.0,0,TRICOT ILHOS GLITTER - BRS1215,C844,True,2020-02-09,2020-03-15,35,CRITICAL
2020-02-09,29972,EROTICA,commodity,EROSS AFRODITE,4.0,108,CRITICAL,6.79,733.32,0,CAL FD RENDA E STRASS - 4200,01.02.32,True,2020-02-09,2020-03-10,30,CRITICAL
2020-02-09,31178,MODA PRAIA,commodity,LAMAR,1.0,108,CRITICAL,0.0,0.0,0,MAIO INFANTIL MANGUINHA - LM0157,C1996,True,2020-02-09,2020-03-15,35,CRITICAL
2020-02-09,31917,LINHA NOITE,seasonal,TOQUE INTIMO,3.0,204,CRITICAL,0.0,0.0,5,SHORT DOLL FULL RIBANA RENDA - TI001,C2299,True,2020-02-09,2020-03-10,30,CRITICAL
2020-02-09,34667,BIJU / JOIAS,fashion,MROS,2.0,24,CRITICAL,0.0,0.0,0,PINGENTE 99 - PIN99-001,C1459,True,2020-02-09,2020-03-15,35,CRITICAL
2020-02-09,34691,BIJU / JOIAS,fashion,RELUZ BIJU,1.0,24,CRITICAL,0.0,0.0,0,BRINCO CRISTAL PEROLA - JB0088,C2036,True,2020-02-09,2020-03-15,35,CRITICAL
2020-02-09,35044,MODA PRAIA,commodity,HERMES BALI,1.0,108,CRITICAL,0.0,0.0,0,CAMISETA UV INFANTIL - HB17R09,C209,True,2020-02-09,2020-03-15,35,CRITICAL
2020-02-10,259,EROTICA,commodity,EROSS AFRODITE,1.0,108,CRITICAL,6.79,733.32,0,CAL FD RENDA E STRASS - 4200,01.02.32,True,2020-02-10,2020-03-11,30,CRITICAL
2020-02-10,841,UNDERWARE,commodity,CLASS,7.0,108,CRITICAL,5.48,591.84,5,CAL FD RENDA - 502412,01.02.22,True,2020-02-10,2020-03-01,20,HIGH
2020-02-10,2516,EROTICA,commodity,PIMENTA QUENTE,1.0,108,CRITICAL,21.9,2365.2,0,PQ MEDICA PLUS SIZE - 290,01.27.55,True,2020-02-10,2020-03-16,35,CRITICAL
2020-02-10,3087,UNDERWARE,commodity,EROSS AFRODITE,1.0,108,CRITICAL,5.5,594.0,0,CALCINHA FD RENDA - 2001,01.02.92,True,2020-02-10,2020-03-11,30,CRITICAL
2020-02-10,5262,UNDERWARE,commodity,ZEE RUCCI,6.0,108,CRITICAL,10.92,1179.36,5,CALCINHA MODELADORA BOXER-ZR0002,01.59.06,True,2020-02-10,2020-03-01,20,CRITICAL
2020-02-10,6679,UNDERWARE,commodity,CLASS,4.0,108,CRITICAL,0.0,0.0,0,CALECON RENDA PA - 502443,01.02.53,True,2020-02-10,2020-03-01,20,CRITICAL
2020-02-10,8148,MODA PRAIA,commodity,CLASS,1.0,108,CRITICAL,12.99,1402.92,0,CALCA FIO LISA - CL102,01.19.94,True,2020-02-10,2020-03-01,20,CRITICAL
2020-02-10,8780,UNDERWARE,commodity,DIVA DONNA,1.0,108,CRITICAL,5.58,602.64,0,STRING DRAPEADO MICROFIBRA-5257,01.59.17,True,2020-02-10,2020-03-01,20,CRITICAL
2020-02-10,12563,VESTUARIO,fashion,BRAS,1.0,24,CRITICAL,10.0,240.0,0,REGATA ALCA ESTAMP PROMO-BRS0666,01.16.153,True,2020-02-10,2020-03-01,20,CRITICAL
2020-02-10,15139,VESTUARIO,fashion,MIXXON,2.0,24,CRITICAL,0.0,0.0,0,CAMISA CREPE ARABESCO - BRS1683,C1780,True,2020-02-10,2020-03-16,35,CRITICAL
2020-02-10,15247,MODA PRAIA,commodity,CLASS,4.0,108,CRITICAL,20.6,2224.8,0,TOP NO BOLHA EST - 704B6027,01.18.105,True,2020-02-10,2020-03-01,20,CRITICAL
2020-02-10,16835,VESTUARIO,fashion,EXINIA,1.0,24,CRITICAL,0.0,0.0,0,VESTIDO VISCOSE FOLHA COLOR - BRS1513,C1369,True,2020-02-10,2020-03-06,25,CRITICAL
2020-02-10,19330,MODA PRAIA,commodity,RIVANNA,3.0,108,CRITICAL,0.0,0.0,0,CALCA RIPPLEY MINI BAB - RI201906,C2158,True,2020-02-10,2020-03-06,25,CRITICAL
2020-02-10,20154,MODA PRAIA,commodity,RIVANNA,1.0,108,CRITICAL,0.0,0.0,0,TOP REM BASICO - 1770,01.18.92,True,2020-02-10,2020-03-06,25,CRITICAL
2020-02-10,20286,UNDERWARE,commodity,TOP CAT,1.0,108,CRITICAL,0.0,0.0,5,CAL JUVENIL BASICA - C2522,C1909,True,2020-02-10,2020-03-11,30,CRITICAL
2020-02-10,21021,VESTUARIO,fashion,MOISELLE,1.0,24,CRITICAL,0.0,0.0,0,VESTIDO TUBINHO GEOMETRICO - BRS1447,C1193,True,2020-02-10,2020-03-16,35,CRITICAL
2020-02-10,21062,LINHA NOITE,seasonal,LACK,1.0,204,CRITICAL,0.0,0.0,5,CAMISOLA ALC GABRIELE - 598,C1228,True,2020-02-10,2020-03-16,35,CRITICAL
2020-02-10,21075,FITNESS,commodity,FOREVER FITNESS,1.0,108,CRITICAL,0.0,0.0,0,TOP ESTAMPADO BASICO - 226,C1924,True,2020-02-10,2020-03-11,30,CRITICAL
2020-02-10,21105,UNDERWARE,commodity,ZEE RUCCI,1.0,108,CRITICAL,0.0,0.0,0,SOUTIEN ADESIVO CORDINHA - ZR0067,C1980,True,2020-02-10,2020-03-01,20,CRITICAL
2020-02-10,21249,VESTUARIO,fashion,HELI,1.0,24,CRITICAL,0.0,0.0,0,REGATA ARGOLA SAMANTA - BRS2014,C2450,True,2020-02-10,2020-03-16,35,CRITICAL
2020-02-10,21788,EROTICA,commodity,ROSA SAFIRA,1.0,108,CRITICAL,0.0,0.0,0,BODY RENDA AMARRACAO - 3677,C890,True,2020-02-10,2020-03-16,35,CRITICAL
2020-02-10,23041,FITNESS,commodity,FOREVER FITNESS,2.0,108,CRITICAL,0.0,0.0,2,CALCA PALA - FV-263,C1591,True,2020-02-10,2020-03-11,30,CRITICAL
2020-02-10,26341,UNDERWARE,commodity,DIVA DONNA,1.0,108,CRITICAL,6.37,687.96,5,BOYSHORT RENDA MICROFIBRA-5230,01.59.16,True,2020-02-10,2020-03-01,20,CRITICAL
2020-02-10,28562,EROTICA,commodity,EROSS AFRODITE,1.0,108,CRITICAL,0.0,0.0,5,CAL TULE COM JOIA TRIPLA - 5466,01.59.47,True,2020-02-10,2020-03-11,30,CRITICAL
2020-02-10,28613,VESTUARIO,fashion,ANANY,1.0,24,CRITICAL,0.0,0.0,0,JAQUETA SUEDE - BRS1647,C1704,True,2020-02-10,2020-03-16,35,CRITICAL
2020-02-10,29032,UNDERWARE,commodity,FINA ESTAMPA,2.0,108,CRITICAL,0.0,0.0,0,SOUTIEN BASE - 965S,C1878,True,2020-02-10,2020-03-16,35,CRITICAL
2020-02-10,30891,UNDERWARE,commodity,DIVA DONNA,5.0,108,CRITICAL,3.45,372.6,5,BIQUINI MENOR COTTON RENDA - 5226,00.00.68,True,2020-02-10,2020-03-01,20,CRITICAL
2020-02-10,31585,MODA PRAIA,commodity,CLASS,1.0,108,CRITICAL,0.0,0.0,0,CALCA FD FECHADA ESTAMP - 705B0636,C955,True,2020-02-10,2020-03-01,20,CRITICAL
2020-02-10,32795,UNDERWARE,commodity,DESEJO DE USAR,1.0,108,CRITICAL,0.0,0.0,0,SOUTIEN REGATA S/ BOJO - DUR0003,C2026,True,2020-02-10,2020-03-16,35,CRITICAL
2020-02-10,33018,VESTUARIO,fashion,CHEERS,1.0,24,CRITICAL,0.0,0.0,0,BLUSA CIGANINHA V - BRS1934,C2317,True,2020-02-10,2020-03-11,30,CRITICAL
2020-02-10,33245,VESTUARIO,fashion,EAGLE ROCK,2.0,24,CRITICAL,0.0,0.0,0,SAIA MID AMARRAR POA - BRS1876,C2202,True,2020-02-10,2020-03-16,35,CRITICAL
2020-02-10,33942,VESTUARIO,fashion,MARIA XIQUE,1.0,24,CRITICAL,0.0,0.0,0,BLUSA LISTRA FOLHAS - BRS2018,C2439,True,2020-02-10,2020-03-16,35,CRITICAL
2020-02-10,34399,UNDERWARE,commodity,LIZ,1.0,108,CRITICAL,0.0,0.0,0,SOUTIEN LIFT AIRY - 51818/C,C1927,True,2020-02-10,2020-03-11,30,CRITICAL
2020-02-10,34521,LINHA NOITE,seasonal,SENSARE,2.0,204,CRITICAL,0.0,0.0,5,CAMISOLA ALC FLOR - 12011,C2149,True,2020-02-10,2020-03-11,30,CRITICAL
2020-02-10,35198,VESTUARIO,fashion,BRAS,2.0,24,CRITICAL,0.0,0.0,0,ECHARPE ZIGZAG - BRS1259,C898,True,2020-02-10,2020-03-01,20,CRITICAL
2020-02-11,405,UNDERWARE,commodity,DIVA DONNA,6.0,108,CRITICAL,4.32,466.56,5,CALCINHA SENHORA - 5001,01.02.15,True,2020-02-11,2020-03-02,20,CRITICAL
2020-02-11,2721,UNDERWARE,commodity,VI LINGERIE,1.0,108,CRITICAL,18.55,2003.4,5,CINTA CIRURGICA - 1628,01.02.10,True,2020-02-11,2020-03-02,20,CRITICAL
2020-02-11,4424,UNDERWARE,commodity,VI LINGERIE,1.0,108,CRITICAL,9.87,1065.96,0,SOUTIEN REGATA COM BOJO - 110181,01.01.02,True,2020-02-11,2020-03-02,20,CRITICAL
2020-02-11,8673,UNDERWARE,commodity,ISABELLE LINGERIE,3.0,108,CRITICAL,12.2,1317.6,0,SOUTIEN  NAD JUV - ISA5175,07.03.12,True,2020-02-11,2020-03-12,30,CRITICAL
2020-02-11,8736,ACESSORIOS,commodity,UNIVERSE S/A,1.0,108,CRITICAL,1.58,170.64,0,EXT JUV-1GA/3N-UNI05,01.28.61,True,2020-02-11,2020-03-17,35,CRITICAL
2020-02-11,8785,UNDERWARE,commodity,DIVA DONNA,1.0,108,CRITICAL,5.11,551.88,0,BIQUINI BOMBOM MICROFIBRA-5285,01.59.18,True,2020-02-11,2020-03-02,20,CRITICAL
2020-02-11,10433,UNDERWARE,commodity,MASH,1.0,108,CRITICAL,10.82,1168.56,0,CUECA BOXER COTTON GIZ - 170.35,02.02.45,True,2020-02-11,2020-03-12,30,CRITICAL
2020-02-11,10710,UNDERWARE,commodity,DIVA DONNA,2.0,108,CRITICAL,6.37,687.96,5,BOYSHORT RENDA MICROFIBRA-5230,01.59.16,True,2020-02-11,2020-03-02,20,CRITICAL
2020-02-11,11527,UNDERWARE,commodity,CLASS,1.0,108,CRITICAL,18.13,1958.04,0,SOT BS STRAP STRASS - 402620,01.70.21,True,2020-02-11,2020-03-02,20,CRITICAL
2020-02-11,13141,UNDERWARE,commodity,VI LINGERIE,4.0,108,CRITICAL,12.9,1393.2,5,SOUTIEN PUSH UP - 110571,01.70.91,True,2020-02-11,2020-03-02,20,CRITICAL
2020-02-11,15066,UNDERWARE,commodity,FEMINIS,3.0,108,CRITICAL,0.0,0.0,0,SOT PU MEIA RENDA - S109,C1805,True,2020-02-11,2020-03-07,25,CRITICAL
2020-02-11,15143,VESTUARIO,fashion,MIXXON,1.0,24,CRITICAL,0.0,0.0,0,CAMISA CREPE ARABESCO - BRS1683,C1780,True,2020-02-11,2020-03-17,35,CRITICAL
2020-02-11,15310,UNDERWARE,commodity,ZEE RUCCI,6.0,108,CRITICAL,0.0,0.0,5,CALCINHA JACKARD RENDA - ZR0065,C1729,True,2020-02-11,2020-03-02,20,CRITICAL
2020-02-11,15981,UNDERWARE,commodity,CLASS,1.0,108,CRITICAL,0.0,0.0,0,BODY RENDADO - 2749,C216,True,2020-02-11,2020-03-02,20,CRITICAL
2020-02-11,18047,MODA PRAIA,seasonal,CLASS,4.0,204,CRITICAL,0.0,0.0,5,CALCA FD FECHADA RENDA - ARC5B370,C178,True,2020-02-11,2020-03-02,20,CRITICAL
2020-02-11,18084,UNDERWARE,commodity,CLASS,1.0,108,CRITICAL,0.0,0.0,0,SOT BS TG MEIA RENDA - 408023,C665,True,2020-02-11,2020-03-02,20,CRITICAL
2020-02-11,18316,VESTUARIO,fashion,EAGLE ROCK,1.0,24,CRITICAL,0.0,0.0,0,CAMISA S/M LISTRA AMARRAR - BRS1963,C2372,True,2020-02-11,2020-03-17,35,CRITICAL
2020-02-11,18821,VESTUARIO,fashion,INCENTIVE,1.0,24,CRITICAL,0.0,0.0,0,CALCA ZIPER DUPLO - BRS1598,C1636,True,2020-02-11,2020-03-17,35,CRITICAL
2020-02-11,19284,UNDERWARE,commodity,FEMINIS,3.0,108,CRITICAL,0.0,0.0,5,CAL FD RENDA - C122,C1807,True,2020-02-11,2020-03-07,25,CRITICAL
2020-02-11,20278,UNDERWARE,commodity,TOP CAT,2.0,108,CRITICAL,0.0,0.0,5,CAL JUVENIL BASICA - C2522,C1909,True,2020-02-11,2020-03-12,30,CRITICAL
2020-02-11,20494,BIJU / JOIAS,fashion,MAURO BIJU,5.0,24,CRITICAL,0.0,0.0,0,ANEL P2 - JB0059,C2009,True,2020-02-11,2020-03-17,35,CRITICAL
2020-02-11,20619,VESTUARIO,fashion,CHEERS,1.0,24,CRITICAL,0.0,0.0,0,SAIA LONGA RENDADA - BRS1524,C1344,True,2020-02-11,2020-03-12,30,CRITICAL
2020-02-11,20735,VESTUARIO,fashion,EXINIA,1.0,24,CRITICAL,0.0,0.0,0,CAMISETA MC CANELADA - BRS1623,C1658,True,2020-02-11,2020-03-07,25,CRITICAL
2020-02-11,21257,VESTUARIO,fashion,HELI,1.0,24,CRITICAL,0.0,0.0,5,REGATA BARRA BOTOES - BRS2015,C2451,True,2020-02-11,2020-03-17,35,CRITICAL
2020-02-11,21302,VESTUARIO,fashion,CHEERS,1.0,24,CRITICAL,0.0,0.0,0,SAIA LONGA MISSONI - BRS1983,C2392,True,2020-02-11,2020-03-12,30,CRITICAL
2020-02-11,21868,MODA PRAIA,commodity,RIVANNA,1.0,108,CRITICAL,0.0,0.0,0,CALCA RIPPLE VELVET - 2165C,C1029,True,2020-02-11,2020-03-07,25,CRITICAL
2020-02-11,22022,BIJU / JOIAS,fashion,MROS,1.0,24,CRITICAL,0.0,0.0,0,PINGENTE 39 - PIN39-017,C1502,True,2020-02-11,2020-03-17,35,CRITICAL
2020-02-11,22024,BIJU / JOIAS,fashion,MROS,1.0,24,CRITICAL,0.0,0.0,0,PINGENTE 39 - PIN39-019,C1505,True,2020-02-11,2020-03-17,35,CRITICAL
2020-02-11,22239,LINHA NOITE,seasonal,SONHO DE PIJAMA,2.0,204,CRITICAL,0.0,0.0,0,BERMUDOLL REG MINI FOLHA - 4006-23,C2111,True,2020-02-11,2020-03-07,25,CRITICAL
2020-02-11,22265,VESTUARIO,fashion,EXINIA,1.0,24,CRITICAL,0.0,0.0,0,BLUSA NERVURA MANGA - BRS1912,C2261,True,2020-02-11,2020-03-07,25,CRITICAL
